Name,Category,Topics,Text,Content Warning
Ukeru,Religion,Shamanism; Christianity; Spiritual Materialism,"I lived in a town with seven different sects of Christianity competing for members and against one another, and I grew up a Baptist. It was my first experience in community and one of the most strange as a child. I truly believed in the 'Word' and was baptized at 12. It would lead me to a crisis of faith later when I realized that no one in the community actually lived by the Bible's teachings and only used them as a shield against their own transgressions. This led to an identity crisis as well, where I fell into a deep depression and further more couldn't understand who I was anymore. I became a spiritual materialist, gathering bits and pieces from many different spiritual teachings and dogmas. I know a little bit about a lot of religions and spiritual practices ranging from Christianity's many sects to Neo-Paganism. I'm not an academic here, but know a lot of rituals, concepts, and faiths. This led me to even deeper depression as nothing I learned reflected that which I was seeking. I found Shamanism and realized just how silly I had become searching for the answers I needed outside of me. Through Shamanism I found that religion wasn't necessarily sacred and that the sacred things I were looking for was, to use a cliche, inside of me. I still struggle with this, and I'm not a practicing shaman (I'd need to go on my 'journey' for that), but I know a lot and could likely answer questions for those curious.",no
Ukeru,Abuse,Emotional Abuse; Physical Abuse; Psychological Abuse; ,"I've seen my father and mother hit each other. I've seen my brother and I be struck and hurt for no reason outside of cruelty by those that were supposed to protect us. I've abused others as well. Most of my childhood was punctuated by emotional, physical, or psychological abuse from family and extended family. I've also been in work situations where abuse of trust and emotions were rampant and expected of staff. It's made it difficult to trust others, and while I am capable of that now, I find myself still questioning intentions even to this day. It's strange to think I have so much knowledge on this, but a lot of my thoughts are centered on abuse and somehow moving past it.",no
Ukeru,Mental Health,Psychosis; Other Than Self,"I also grew up with a family member who was committed for insanity several times in their life. This person tried to murder me in my sleep because 'God' told her to. It was a terrifying experience, but allowed me to glimpse what someone who isn't completely connected to reality could do and choose. I can give some insight into insanity and how it affects others.",no
Ukeru,Society,Racism,"In line with abuse, I've lived in rural Texas for a majority of my life. I was one of the few minority students in a 99.9% white school and have been called every racist name and pejorative imaginable, including those that didn't make sense. I've had people light my things on fire, to put me in my place. Guns pointed at me for looking different. I've had KKK members threaten my family because of the way I looked, and people at school laugh about it (including teachers and the principal). I've been ostracized by those which only a few years prior were playing with me on the playground.",no
Ukeru,Living Situations,Texas,"I know what a small community with more cows than people runs like, where there is no grocery store unless you want to take a 25 minute drive and the movie theater and mall a half hour away were the only things to see and talk about as a younger person. A car/truck were mandatory. Texas isn't all bad, but I did experience a lot of that which people fear and dislike in it. The pine belt where I lived was beautiful and wild, and sometimes, I do miss that smell. I think it's why I like Seattle so much, honestly.",no
Ukeru,Work and Employment,Farming,"I know how it is to raise industrial chickens. It's disgusting, filthy, and unrewarding work to put chicken into grocery stores. I've walked through tens of thousands of chickens, cramped together, eating whenever they heard the feeders going because they were bred that way. I saw them balloon in size and shape in weeks. I've seen the antibiotics and terrible conditions that are required for that kind of output, as well as the lack of compassion required to raise them this way. If you want to know the deal on chicken farms, I'm your guy.",no
Ukeru,Social Movements,Environmentalism,"I worked at the EPA for nearly 9 years and have picked up a lot of knowledge on the state of the environment in the United States. From Superfund sites to how a cleanup of a place works, if you want to know horrifying things that'll make your toes curl and the atrocities many companies commit without knowledge of many and accountability at all, I'm your guy. If you want to know the things people are doing to save the planet, I can help with that as well.",no
Ukeru,Social Sciences,Government,"Sort of keeping with working in the EPA, I've seen how the government machine works from the inside. I've been a cog inside of it. It's slow, clunky, mostly underfunded (except the military and even then isn't appropriated well at times), and doesn't accept change well (unless you're in NASA or the health organizations, and even then it's hamstrung). If you want to know bureaucracy and how that works, I can help out. It's not all bad news though; I've met some of the most passionate and intelligent people working for the government. If you have a question about government workers and my perspective, I can definitely help there.",no
Ukeru,Social Sciences,Conspiracy Theories,"As part of my government stint, I've read and heard nearly every government conspiracy theory out there. I also know quite a bit about those things that sound like conspiracies but actually aren't (MKUltra, MK OFTEN). I know a bit about UFOs and talked often with a few coworkers who believed that the US actually had created the things we call UFOs. So, I have some strange knowledge about these. I might be able to tell you whether something is based in reality or if it's mostly fancy. That said, my experiences have shaken what I think I know to the core and opened my imagination to the possibilities that what we know might not be sufficient to be 'true'.",no
Ukeru,Visual Art,Yaoi; Manga,"A secret passion of mine for many years. I was fascinated with these kinds of comics and took them in as a way to understand part of myself (the part that likes guys). While I'm no longer buying them with any frequency, I know a lot of the tropes of yaoi and can assist if you're looking for insight into that (or just what the heck an uke or seme really are).",no
Ukeru,Sex and Sexuality,Misc.; Repression,"More personal, but I know a lot about repression and how it stunts sexual growth and also shapes it.",no
Ukeru,Kink and Fetish,BDSM; Submission,"I prefer submission and can tell many stories of my wandering into bondage, BDSM, and how sex may be different for someone who doesn't receive pleasure from being the ""top"" in a sexual relationship. While I don't consider myself an expert, I do have a lot of knowledge on submission and how that plays into sex and how my repression at a young age actually led me to this.",no
Ukeru,Hobbies,Video Games; Card Games; Board games; Tabletop Games,"I've been gaming a long time! Since my dad bought a NES when I was 8, and I defeated Super Mario Brothers for the first time, I have had a special place in my heart for games. Board games, card games, table top, and video, all are important to me. I have a wide knowledge of many different kinds of games and genres. If you want suggestions or insight into gaming, I may have that knowledge. I'm also an experienced Game Master for several rule sets, so if you'd like to know what it takes to run games for others and how to generate worlds that are consistent and fun to play in, I can help with that!",no
Ukeru,Sex and Sexuality,Bisexuality; Pansexuality,"Having repressed urges over half of my existence, it's only recently that I've been able to live more openly and love who I will. This sort of ties into repression and sex, but may be of use to those who want to know what it's like to not necessarily be attracted only to one biological sex.",no
Ukeru,Death,Misc.; Experience; Near Death Experience,"From picking up the dead on our chicken farm to having witnessed someone kill themselves at a young age, death has always been a part of my existence from a young age. I have nearly been struck by lightning, hit by a car, nearly drowned at the age of 6, nearly didn't save my mother from drowning, almost cut in half by a run away industrial chicken fan, witnessed a friend go into anaphylactic shock and nearly die, had a car go haywire and crash nearly killing me and my brother, nearly stampeded by cattle three times, almost mauled by wild boars, and almost kicked in the head by a horse. I've seen death nearly claim me and others often, and I've seen others die in front of me. I've killed creatures as well, hunting, fishing, and because I was told to. I know death and death knows me.",no
Ukeru,Nature,Wildfires,"I've been in the middle of a few wildfires, I've seen swaths of land burn and crumble under what seems to be a nearly supernatural force when you're watching it. The news likes to focus on the large flames and the inferno, but the scary part to me is the smaller flames that go on as far as the horizon. Watching as if the land itself were a dry piece of paper, incapable of resisting the line of burn steadily flowing across it.",no
Ukeru,Nature,Floods,"Fire ant balls larger than basketballs, whole forests rushing down what used to be roads, hoping your livelihood won't wash away, and more. I've seen three major floods in my life, and they were each awe inspiring.",no
Ukeru,History,2003 Space Shuttle Columbia Disaster,"Nacogdoches, Texas was on the national news for a while when the Columbia exploded over the earth. Pieces of it fell all over my town, my home, our lands. We saw some gruesome things I won't talk about here unless asked and the worst and best in people those weeks. We found pieces of the shuttle on our land larger than our truck and smaller than our fingernails. I touched tiles and saw circuits and pipes for miles. If you want to know what happened in the debris path, I can answer quite a few questions on that since I lived it.",no
Ukeru,Group Membership,Boy Scouts,"I was a scout for a long time. It was one of the better experiences of my life. I was a Senior Patrol Leader, sold way too much of that popcorn, and eventually became unable to finish Scouts and become and Eagle Scout because of personal value conflicts and people trying to help me 'cheat' my way in quickly without work. I ended up leaving before I completed the project I needed and spiraled into my identity crisis which would last quite some time. However, I know a lot about camping, rope tying, making fires, building simple structures, and self-sufficiency for short periods of time outdoors.",no
Ukeru,Animals,Livestock,"I grew up around cattle and chickens. I came to understand cows and chickens very well and even was able to train some of our chickens before they went off to slaughter. I seem to have some affinity for animals in general, but cats in particular seem to like me more than my peers and friends. Most cats, even when they are skittish, will warm up to me very quickly and I have a strong intuition when they interact with me on what they are trying to communicate. This has manifested recently in my cat who seems to treat me as an ally and best friend who is really bad at being a cat but he loves me anyway. People are constantly surprised at how he interacts with me. So, while I hadn't thought of it as a knowledge before, I think it's something to note. I have some sort of animal affinity, even if I don't often interact with them in the city.",no
Ukeru,Mental Health,Suicide,"I have battled with suicidal thoughts for over a decade now. I have witnessed others take their lives as well. Since I've found a method of analyzing myself that isn't judgmental, it's become easier to not listen to the many voices requesting one resigns from life, but I'm still prone to the voices which haven't gone away. If you want to know what it's like to have these thoughts, I might be able to provide some insight.",no
Ricky_P,Family Structure,Fatherlessness,"Sad story time: I didn't grow up with a dad; he died from leukemia when I was only 3 1/2. So, of course, I never got to know him personally, only through my mom and other relatives. From what I gather, though, he was a great guy who loved his family.  Most of my life, it's just been me and my mom, and my mom had to play both parental roles of the household caretaker (typically mother) and financial provider (typically father). We moved quite a bit too, because my mom kept getting laid off or fired for no reason, plus she's always had a hard time finding a job despite that she's had a Bachelor's in Accounting for the longest time; only a few years ago did she get her Master's in that field.  There was one point where my mom remarried, but it didn't turn out the way we both wanted. The guy my mom married seemed like a good guy, and he was probably the reason why I'm more of a geek now than when I was younger, haha. However, she felt like she was taking care of another child, and I saw him more as someone to hang out with rather than a father. She was married to him for three years until they divorced, and that damaged us financially.  It wasn't until college when the fact I didn't have a father all my life really hit me. Now, it bothers me quite often and makes me jealous of my friends who've always had a father they get along with. Me, my mom, my extended family, and anyone else who knew him well will forever ask, ""Why?"" And that's yet another question that will never be answered.  Despite my fatherlessness though, I do see a few other men in my life as a fatherly figure, even some of my friend's dads. Lately, I've also been questioning my orientation, and I wonder if this significant part of my life affects that. I'll save that discussion for another time.  So there you have it: a good chunk of my life story. Hopefully this will give you inspiration or ideas; it sure has for me.",no
Ricky_P,Family Structure,Only Child,"Along with living with a single mother all my life, I didn't have any siblings either. I only had at least one best friend growing up, and only a few other friends through boy scouts or church. Even in high school, I pretty much just had one best friend who I hung out with outside of school; all my other friends or acquaintances I saw at school, and only school.   This is probably why I'm shy and get intimidated when I'm in new, social environments (new school, new church, a convention I've never been to, etc.), that or it's just the way I am by nature. Ever since starting college, though, I've been trying to not be so anxious about being in social situations I'm not familiar with, and worrying that I'll make an ass of myself, even though I'm probably not. I'll stop there before I get off-topic.",no
Ricky_P,Drugs,Tobacco,"I have a basic knowledge of cigars: shape, ring gauge, length, types, most terminology, types of wrappers, and, of course, properly smoking them. I'm not all that attuned to the tastes of different brands of cigars though, just basic knowledge (which could be good enough for descriptions).",no
C.W.Euwyn,Philosophy,Ethics,"That's not to say I have the answer to right or wrong, but I know a lot of other people's answers; Kant, Aquinas, etc... I've a decent grasp on most major schools of thought when it comes to morals and ethics. I'm somewhat more knowledgable on meta-ethics, but I doubt that would come up much in a story if it wasn't primarily about it. If you're interested, I count myself as a virtue-ethicist, with a slight leaning towards consequentialism at times. I'm a moral-realist, though I've not really made my mind up in which sense. On most days it's moral non-naturalism.",no
C.W.Euwyn,Philosophy,Stoicism,I consider myself a neo-stoic.,no
C.W.Euwyn,Philosophy,Misc.,"I've a pretty good grasp of most major areas. Most knowledgable areas: Mind, Logic, Time, Society, Literature, German-Idealism, Modern Philosophy from Descartes through to Kant, Ancient Greek philosophy. I'm not too strong with Medival, though I do know quite a bit.",no
C.W.Euwyn,Philosophy,Hegelianism,"I've been through the Phenomenology, Science of Logic, and Phil of Right, so I'd say I'm pretty well versed with it. Also an avid follower of Zizek. I could talk about dialectical logic until the cows come home (and into the night, in which, all cows are black). If you want to understand Marxism then it's pretty important to know that Marx was a young-hegelian.",no
C.W.Euwyn,Society,Politics,"Fairly left-wing, but utterly ashamed of the state of the left as it is today. I consider myself a socialist, not a huge fan of neo-libertarianism. Somewhat authoritarian (as unpopular as that is), I honestly don't think people can be trusted to govern themselves in any meaningful ways. As much as people can hate me for it, if it's for the right outcome, I would agree with social-engineering (it would be alright, for example, to end stoning as a punishment in certain middle-eastern countries through subversion and controlling the media surrounding it).",no
C.W.Euwyn,Religion,Christianity,"I consider myself a Christian (even though I'm terrible). I've been through the bible, and tend to read quite a bit of Christian writing.",no
C.W.Euwyn,Sex and Sexuality,Homosexuality; Bisexuality; Homophobia,"I can be with certain women, but I much prefer men. For a long time I've been dealing with it and I still have my moments of self-hate. My parents would not approve though, so I don't mention it around them. I'm literally moving out tommorow, so I'm looking forward to finally being more open about how I feel. I'm not a terribly romantic person, but I would like a companion in life.",no
C.W.Euwyn,Society,Racism,"I'm white, but I've grown up around a very racist family. Where I've grown up we've a high asian population, esspecially people from places like India and the Middle East. I'm faily ashamed that my whole family is as racist as they are, to the point that if anybody non-white even comes on television it starts up a rant. If it wasn't for the internet and how easy it is to spread ideas, I dread to think that I'd think the same as them. Therefore, I feel I know enough to be able to write about characters who have prejudices without it being their defining characteristic. I hate racism, but at the same time, I like to think that it comes from people not knowing any better. I don't like people who hold themselves above others.",no
C.W.Euwyn,Nationalities,United Kingdom,"Born and raised in England, ergo, I know quite a bit about it. If you want to set a story in the UK then I'm fairly good to talk to. Not London though. Every time I visit I'm always afraid of everything.",no
C.W.Euwyn,Philosophy,Determinism,"Goes slightly with stoicism I suppose (which means this is in an odd order). What will happen has already happened, there is no free-will and nobody is able to choose. It's okay to punish people even though they've been determined to act, since deterency is important, but the emphasis should be on reformation.",no
C.W.Euwyn,Family Structure,Problems,I hate my parents and they don't like me either. That's really all there is to say on it. We don't see eye-to-eye and we don't like talking. I'm finally moving out and I think everyone's happy for it.,no
Wolphicorn,Biology,Wildlife Biology,"I know a decent amount about vertebrate ecology, wildlife policy, animal behavior, how one designs and conducts field studies, stuff like that. I actually just graduated with my B.S. degree in Wildlife Biology, so... yay! I've worked on several different research projects studying animals in the wild, and I've also cared for captive wildlife. I've spent a cumulative six months working at different wolf sanctuaries. I've also worked in a zoo and a wildlife rehabilitation facility. Overall, I am a biologist/zoologist by profession, so you can come to me with all your animal questions!",no
Wolphicorn,Mental Health,Autism Spectrum Disorder; Other Than Self,"My older sister has (""low-functioning"") autism, so I've grown up with a greater understanding of the disorder than most people. I've witnessed the hardships it brought to my family as well as the courage and selflessness my parents have shown in caring for my sister. I've also seen how brave my sister is, smiling and thriving in a world that's so much harder for her to live in and understand. She shows a great joy in life that is truly an inspiration to me and to everyone who meets her.",no
Wolphicorn,Religion,Christianity,"My dad was a Catholic priest who retired to marry my mom. My mom went to graduate school to study theology and creation spirituality. I grew up in a very liberal household - raised as a Christian, but I also learned about other religions and traditions and the different ways that people of different cultures have sought to find God(dess) and to make sense of our place in the order of the universe. I have seen how striving towards something greater than ourselves can change people for the better. My faith in God and in the power of unconditional love is an undeniable part of who I am.",no
Dood Barrowstone,War and Fighting,Firearms,"I'm kinda new to the writing scene, but in some of the panels at Rainfurrest I was told one of the easiest things to mess up is with guns. Fortunately for me, I make my living from firearms. I work behind a gun counter, and I've been researching all manner of firearms since junior year of Highschool. If anyone needs help with firearms from about 1800-near future, I can get you on the money.",no
Dood Barrowstone,War and Fighting,Military,"I'm also a pretty deep into military history and partially into military life. Although I was never in the military personally, I was a penstroke away from joining the Marine Corps. I also come from a family with a long line of military veterans on either side.",no
Dood Barrowstone,Transportation,Aircraft,"Flight in general is terrifically fascinating to me, and I've devoted much of my time into researching aircraft, be it at airshows or flight museums. I can kinda answer some questions about being in a cockpit, but I never took a formal flight class. Most of my knowledge is about aircraft in a historical sense. ",no
Dood Barrowstone,Music,Performance; Guitar,"I've been playing guitar for about 4 or 5 years now, and while I'm not exactly an expert, I can certainly give you a right or wrong way to go about writing a musical instrument. Those who saw me at open mic will probably scoff at this, but I just have horrific stage fright, so do pardon me. >.<",no
Field Mouse,Work and Employment,Farm; Orchard,I've worked at an apple orchard for 10 years.,no
Field Mouse,Hobbies,Photography,My major in school,no
Field Mouse,History,Art History,My minor in school,no
Field Mouse,Media,Film,(ask),no
Field Mouse,Mental Health,Anxiety,"I'm anxious 24/7, as if locked into a constant fight or flight mode. Very hard for me to relax.",no
Field Mouse,Health,Allergies,"I have a bit of histamine intolerance, so I can't really handle dairy at all, or too much cocoa, tomatoes, alcohol, etc. Also have, by extension, very bad pollen/mold/dust allergies. Can't sit in the grass without my eyes turning red. I'm that sensitive.",no
Field Mouse,Sport,Auto racing; Basketball,"Particularly auto racing. I've been to 16 Indy 500's, 34 Indy Car races overall. Have spent a lot of time at the track. Also have attended just as many Butler basketball games. Racing and round-ball are Indiana's claim to fame.",no
Field Mouse,Locations,Indiana,The Hoosier State,no
Bruno Schafer,History,World War II; Cold War,"
Besides being my major, I just have an intense love for it. My main area of expertise is mid and late 1900's (WW2 - Cold War era). Another area of history I am good with is the very early part of the same century (up through WW1).",no
Bruno Schafer,Locations,Indiana,My home state,no
Bruno Schafer,Sex and Sexuality,Asexuality,I am heteromantic asexual and can give a fairly decent explanation on what asexuality is and how an asexual relationship would work.,no
Bruno Schafer,Philosophy,Misc.,3.5 years in an intensive study class when I was in High School.,no
Billy Leigh,History,Misc.; Military,"I’ve studied a BA and an MA in history. Initially, I focused on Victorian and Edwardian Britain at undergrad, but changed to study the history of military intelligence and post-colonial Africa and Asia in my final year and Master’s. I wrote both my dissertations on how the Cold War impacted in Africa.",no
Billy Leigh,War and Fighting,Espionage,"Linked to the first point, I’ve had an interest in spy films and novels since a fairly young age.",no
Billy Leigh,Transportation,Aviation,"I took flying lessons as a teenager with the hope of joining the air force or becoming a commercial airline pilot. I stopped as it became too expensive, but I still have an interest in aircraft, both military and civilian.",no
Billy Leigh,Music,Misc.; Guitar,"I love music in general, and have a whole stash of tracks on my laptop, as well as CDs and vinyl’s. I play guitar, and have also attempted bass, drums and piano. If I’m referencing a song in a piece of work, I like to consider how it can alter the atmosphere of a scene or indicate the personality and tastes of a character.",no
Billy Leigh,Living Situations,Roommates,Something which I’m sure most people in house/flat shares have experienced. I can cite several amusing and weird anecdotes about former roommates.,no
Billy Leigh,Mental Health,Depression,"Sadly, this is something I continue to struggle with. I've tried channeling it into some of my stories. ",no
Billy Leigh,Travel,Misc.,"I like to go abroad when I can afford it. I’ve been lucky to have visited most of Western and Southern Europe, as well as Russia, Poland, Czech Republic, Australia, Singapore and the US (NYC, Los Angeles, San Diego and New Mexico).",no
Billy Leigh,Sex and Sexuality,Homosexuality; Bisexuality,Most gay or bi guys can probably tell you this can be as equally disastrous as hot.,no
RyftDarkpaw,Family Structure,Dysfunctional,"I've lived in one for the past 16 years, so I can say that I know a good deal about how these kinds of things work.",no
RyftDarkpaw,Living Situations,Moving,"I've moved across the country a couple of times so far, both in different ways. I move a lot in my life so I've got a good idea of the logistics of it and a lot of the complications.",no
RyftDarkpaw,Music,Misc.,"I've been listening to and helping to create music for years now, and my S.O. is a composer with equal years of knowledge in the subject.",no
RyftDarkpaw,Drugs,Alcohol,"A vice, but one that I look at constantly and I learn all that I can about mixed drinks, individual alcohols, and companies that produce them. I'm a little weak on my wines, but I know beer and whiskey like the back of my hand.",no
RyftDarkpaw,Drugs,Tobacco,"Cigars, Hookah, Cigarettes, and even vaping. I've been at them all for a while now, and I feel I have enough knowledge to contribute if necessary.",no
MikasiWolf,War and Fighting,Firearms,"Having been in Capabilities Development during my time in the army, I had handled weaponry, as well as modern soldier equipment such as Manpack systems, and Tactical Throwing Sensors. I had also showcased such equipment at several public events, including the 2012 Army Open House.  I had actually been interested in small arms (handheld firearms) since I was in polytechnic, and as such have considerable research knowledge on firearms in general (military rifles, pistols, revolvers, etc). I had the opportunity to fire a SAR-21 Assault Rifle (a bullpup-style 5.56mm weapon) in the Army, a revolver, a bolt-action rifle, and three types of 9mm pistols. I had also dismantled a few, and would thus be able to tell you how some of the parts work, and how they're all loaded. I also know about ammunition types, interchangeability (such as .38 Special to .357 Magnum), and certain types of explosives. And of course, the different forms of armor, and their armor ratings (such as whether a Level IIIA will stop a .44 Magnum or not)  My personal research is still ongoing, where the interest takes me. I will thus be able to mention or spot any errors regarding firearms in a movie or story. ",no
MikasiWolf,War and Fighting,Military,"I had served in the Army for 22 months, and had thus gone through two forms of Basic Combat Training. I will be able to relate the trials and tribulations one faces during BCT and beyond, along with the bureaucracy the many different ranks have against each other. However, given that I had enjoyed my time in the Army, I will be able to highlight funny moments that can happen even in the most trying of situations.",no
MikasiWolf,Nationalities,Singapore,"Although I would hardly say that I know much about Asia in general, having only visited Thailand and China, having been brought up in Singapore means that I know about the local culture, landmarks, educations and the travel options for any would-be characters. That was the reason why a couple of my stories are set here. I also understand the local lingo, affectionately known as ""Singlish"", and will thus be able to give feedback on a story set in Singapore.",no
MikasiWolf,Work and Employment,Mechanical Engineering,"I'm a Design Engineer by trade, and so I have a BAEng in Mechanical Design and Manufacturing Engineering. I understand certain mechanical systems, manufacturing methods of metal and polymers (plastics), and design software like CATIA, AutoCAD, and Autodesk Inventor. I work in a corporate environment, which includes the occasional business trip, and can thus give an account of what its like.",no
MikasiWolf,Work and Employment,Locksmithing,"I was interested in mechanical locking systems since 2014, and had thus studied briefly on becoming a locksmith. However, I also had practical hand-on knowledge on locking mechanisms such as common pin tumbler door locks and padlocks. I will thus be able to give feedback on whether a character is picking or forcing a lock incorrectly.",no
MikasiWolf,Society,Asian Culture,"Living in Singapore, I had seen and understood the mannerisms of some cultures, notably Chinese, Malay and Indian ones. Therefore, I would be able to help with clarifying some of the myths and legends, most notably, the book entitled Journey to the West, which features a monkey god.",no
MikasiWolf,Hobbies,Parkour,"One of the physical disciplines I was extremely interested in, it had also resulted in a longtime sprain in my legs  I had researched extensively not just on the different moves, but on the philosophy the various practitioners have on the discipline itself. This interest had spawned a story in the ""Claw the Way to Victory"" anthology by Jaffa books, though in it, I simply called Parkour ""The Movement"" .",no
MikasiWolf,Hobbies,Numismatics,"The study and art of coins and medallions. I had been a coin collector myself, and so understand the different conditions such as F, VF, EF, and UNC, as well as preservation methods. As collectors need to know how to spot fakes, I also can explain how a fake coin looks different from a real one, and the terminology involved in it.",no
MikasiWolf,Fictional Lore,Harry Potter,"Yeah, I was a fan of the Harry Potter books, so I'll probably remember any scene if anybody asks.",no
Makyo,Gender,Transgender; Genderqueer; Health; Presentation,"Gender's a big thing for me. I've been thinking and writing about gender issues for years now, concerning dysphoria, transition, health, presentation...you name it. If you're ever in need of someone to help with trans characters or themes in writing, I'd love to lend a paw.",no
Makyo,Music,Composition; Performanc,"Bachelor's in Music Composition, and years of singing, mostly in chorus",no
Makyo,Drugs,Alcohol,"Brewer, mead maker, wine maker, distiller, grape and hop grower, ex-drinker. If ever it comes up, I can try and help with the process or product or whatever.",no
Makyo,Addiction,Alcoholism,I collapsed in the kitchen one day after a drug interaction with alcohol and decided it wasn't worth it,no
Makyo,Sex and Sexuality,Asexuality,Spent fifteen years desperately trying to be a sexual person before giving up (and being much happier for it). Can yap for hours on end about it.,no
Makyo,Health,Safer Sex,"Part of the outreach for Love - Sex - Fur (the adult side of [adjective][species]) is providing guides and convention panels on safer sex, which I loooove doing. I'd like to see more of this in furry writing :3",no
Makyo,Relationships,Polyamory,"Hecka poly. Been actively poly for several years now, and try my best to be a good ambassador for poly relationships.  Will help as much as I can with this one.",no
Makyo,Mental Health,Misc.; Bipolar Disorder; Depression; Anxiety; Obsessive Compulsive Disorder; Psychosis,"Been a big thing for me, so I'll help how I can.",no
Makyo,Food and Drink,Tea,"Tea collector focusing on pu'er, but I can ramble for hours",no
Makyo,Animals,Dogs,Getting the heckers to behave,no
Makyo,Health,Scarification,"Branding and cutting for decorative bodymods. What goes into it, the process, healing, and how to make it into an aesthetically pleasing thing.",yes
Jaden Drackus,History,Misc.; Military,I just recently ended my 12 year journey to get my BA in History.,no
Jaden Drackus,History,World War II,"Related to my next area, but I have done a lot of research on this topic specifically after my interest in the American Civil War faded (though I can still recall quite a bit).",no
Jaden Drackus,Hobbies,Models,"As my non-writing hobby, I build plastic models. Mostly military aircraft, cars, and am starting to do some WWII warships as well.",no
Jaden Drackus,Sport,Auto racing,"Though my 3 year lack of television has cut my interest recently, I have been a fan of NASCAR and cars going around in circles for... oh dear, over 20 years now.",no
Jaden Drackus,Sex and Sexuality,Homosexuality,"I didn't discover my sexuality until I was 26. As such, I've had a lot of experience trying to come to terms with coming out as gay while trying to keep up the charade that I am an adult.",no
Jaden Drackus,History,Folklore,I collect a lot of folklore and ghost stories.,no
Jaden Drackus,Relationships,Polyamory,all the ways a monogamous person can freak out when they find themselves in a poly relationship,no
Jaden Drackus,Mental Health,Learning Disabilities,dealing with learning disabilities (main cause of college taking 12 years).,no
Sibir,Nationalities,Vietnam; America,"As a Vietnamese-American and raised by Vietnam War refugees/immigrants, I've grown up in a diverse city, specifically a large Chinese-Vietnamese community a la Chinatown/Little Saigon, all my life. I'm quite familiar with the norms, customs, food, relations, societal/familial expectations and nuances among different Asian cultures. I've certainly experienced the double-edged sword of being considered ""the model minority.""",no
Sibir,Biology,Microbiology,"I've studied biology in college, shadowed doctors, and have research lab experience. I'm intrigued by human anatomy and physiology, especially when they're not working like they're supposed to. Blood and gore does not faze me. I'm still working on getting an M.D., but I know plenty of science along the way, particularly as it applies to medicine.",no
Sibir,Sport,Swimming,"I've been involved in year-round lap swimming for many years. I specialized in sprint swimming over endurance. I know what it's like to be caught up in the heat of the competition, to endure countless drills under a strict coach, the experience from leaping off the diving block to slapping your hand on the wall to finish the race.",no
Sibir,Mental Health,Anxiety,"I struggle with GAD and it's particularly bad when I have to take a test or make a public presentation. The physiological consequences of stress and anxiety are definitely not pleasant, but I can put it to good use by portraying an authentic experience in writing, mine or yours.",no
Sibir,Language and Literature,Classical; Russian; East Asian,"My area of study in college. I particularly enjoy Classical, Medieval, British, Russian, and East Asian literature. Dante Alighieri's Divine Comedy is my favorite epic poem ever. I'm a sucker for flowery language, religious allusions/references, and pithy phrases.",no
Sibir,Religion,Christianity,"I'm a cradle Catholic. I know the ins and outs of church traditions, dogma, the liturgy, architecture, clergy, etc. Yes, I know some of the more unpleasant aspects of the church's history, the darker side, if you will.",no
Sibir,Visual Art,Creation; Comics,"Pens, pencils, and Photoshop are my tools of the trade. I attended a high school that specialized in performing and visual arts. I like doing intricate and detailed line art. I've dabbled in graphic novels/comics and animation. The joys and woes of being a visual artist are a big part of my life. (My icon is a sample of my work.)",no
buni,Work and Employment,IT,"History, theory, and how to build it. Don't call it a service if you mean an appliance. Don't reference the database if you want the middleware. Rare is the story when the intricate details of how to build large distributed systems actually matters, but if it ever does, I can tell you about it.",no
buni,Society,Community Organization,I've built several. I can talk about building more.,no
buni,Health,Weight Loss,"I've lost ninety pounds, I know what the literature says, I know it's okay if you say you don't want that.",no
buni,Gender,Exploration; Transgender,"You probably have one, but maybe you don't. Maybe you have more than one. Maybe you got the wrong one! I can help find ways to talk about it.",no
buni,Religion,Magic,"I build magical systems as part of my faith. In many ways, magic and narrative are my religion, and the magic of narrative. I specialize in alchemy, but I work in many metaphors and I can help build internally consistent systems.",no
buni,Drugs,Misc.,"I can tell you what it does, what it won't do, and what it'll feel like afterwards. I specialize in entheogens.",no
buni,Philosophy,Poststructuralism; Postmodernism,"I know what it is, and what it isn't. No, it probably isn't that. No, not that either.",no
buni,Philosophy,Transhumanism/Posthumanism/Extropianism,Who and what are we once we've evolved? Let's speculate together what it means to actually evolve past our limitations.,no
Ffransis Bugail,Religion,Christianity,"In particular various expressions of the Church, liturgy, ritual and theology. If you want to check something about religion and its representation in any writing I'll be happy to help.",no
Ffransis Bugail,Language and Literature,Germanic,This is where my original degree speciality lies. I'm a fount of free and mildly useless information about the language and culture in the German speaking world.,no
mut,Physics,Particle Physics; Quantum Physics,"For the record, folks can ask me about physics (especially particle/quantum things), and more broadly about how universities and the process of scientific research work.",no
mut,Locations,United Kingdom; France,"Also about the UK (though am a bit out of date), and about France and French and the French (though am liable to mangle a few things). For most other stuff, Google can guide you better than I!",no
Hakuzo,Religion,Shinto/Buddhist; Japanese,"knowledge involving the Kami Inari, some Shinto/Buddhist methods and Kitsune. I've done a lot of self study on the subjects so if others have questions about them i can try my best to direct you.",no
